No,Title,Tags,Acceptance,Difficulty,Frequency
2353,Design a Food Rating System,[Hash Table][Design][Heap (Priority Queue)][Ordered Set],45.6%,Medium,0.6157605169445252
202,Happy Number,[Hash Table][Math][Two Pointers],55.9%,Easy,0.6099482367049714
1143,Longest Common Subsequence,[String][Dynamic Programming],57.8%,Medium,0.6089550893395974
468,Validate IP Address,[String],26.9%,Medium,0.6061358035703156
733,Flood Fill,[Array][Depth-First Search][Breadth-First Search][Matrix],63.6%,Easy,0.5940217850471116
1122,Relative Sort Array,[Array][Hash Table][Sorting][Counting Sort],68.9%,Easy,0.5897688261061103
1095,Find in Mountain Array,[Array][Binary Search][Interactive],40.6%,Hard,0.5858181603294468
31,Next Permutation,[Array][Two Pointers],39.5%,Medium,0.5841370258145696
380,Insert Delete GetRandom O(1),[Array][Hash Table][Math][Design][Randomized],54.4%,Medium,0.5802678324880917
212,Word Search II,[Array][String][Backtracking][Trie][Matrix],36.2%,Hard,0.571475437354794
772,Basic Calculator III,[Math][String][Stack][Recursion],50.2%,Hard,0.5705448584676129
863,All Nodes Distance K in Binary Tree,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],64.3%,Medium,0.5652447268076234
1043,Partition Array for Maximum Sum,[Array][Dynamic Programming],76.4%,Medium,0.5643439291313685
1035,Uncrossed Lines,[Array][Dynamic Programming],62.8%,Medium,0.5543107357057295
1218,Longest Arithmetic Subsequence of Given Difference,[Array][Hash Table][Dynamic Programming],54.8%,Medium,0.5543107357057295
138,Copy List with Random Pointer,[Hash Table][Linked List],55.5%,Medium,0.5523478339075513
1003,Check If Word Is Valid After Substitutions,[String][Stack],59.3%,Medium,0.5465437063680699
1361,Validate Binary Tree Nodes,[Tree][Depth-First Search][Breadth-First Search][Union Find][Graph][Binary Tree],44.0%,Medium,0.5456944494168147
18,4Sum,[Array][Two Pointers][Sorting],36.1%,Medium,0.5445663045938038
2235,Add Two Integers,[Math],87.5%,Easy,0.544520359374281
238,Product of Array Except Self,[Array][Prefix Sum],65.3%,Medium,0.5400568337765765
134,Gas Station,[Array][Greedy],45.6%,Medium,0.539732390088142
91,Decode Ways,[String][Dynamic Programming],34.7%,Medium,0.538996500732687
2222,Number of Ways to Select Buildings,[String][Dynamic Programming][Prefix Sum],50.6%,Medium,0.538996500732687
139,Word Break,[Array][Hash Table][String][Dynamic Programming][Trie][Memoization],46.6%,Medium,0.5353476606629848
515,Find Largest Value in Each Tree Row,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],65.7%,Medium,0.535302370192545
1529,Minimum Suffix Flips,[String][Greedy],73.1%,Medium,0.5245244681241525
169,Majority Element,[Array][Hash Table][Divide and Conquer][Sorting][Counting],64.7%,Easy,0.5227711583035607
540,Single Element in a Sorted Array,[Array][Binary Search],59.0%,Medium,0.520251809446536
647,Palindromic Substrings,[String][Dynamic Programming],69.9%,Medium,0.5198754592859085
695,Max Area of Island,[Array][Depth-First Search][Breadth-First Search][Union Find][Matrix],71.9%,Medium,0.5198754592859085
779,K-th Symbol in Grammar,[Math][Bit Manipulation][Recursion],46.4%,Medium,0.5175824062288705
556,Next Greater Element III,[Math][Two Pointers][String],33.9%,Medium,0.5168226432383649
799,Champagne Tower,[Dynamic Programming],58.0%,Medium,0.5108256237659907
1235,Maximum Profit in Job Scheduling,[Array][Binary Search][Dynamic Programming][Sorting],54.8%,Hard,0.5026288565618121
852,Peak Index in a Mountain Array,[Array][Binary Search],68.5%,Medium,0.49573913073261056
98,Validate Binary Search Tree,[Tree][Depth-First Search][Binary Search Tree][Binary Tree],32.8%,Medium,0.4893126144121968
735,Asteroid Collision,[Array][Stack][Simulation],44.6%,Medium,0.4884696108187796
446,Arithmetic Slices II - Subsequence,[Array][Dynamic Programming],54.6%,Hard,0.48550781578170077
983,Minimum Cost For Tickets,[Array][Dynamic Programming],65.3%,Medium,0.48285177172358457
545,Boundary of Binary Tree,[Tree][Depth-First Search][Binary Tree],45.2%,Medium,0.4795730802618863
152,Maximum Product Subarray,[Array][Dynamic Programming],35.0%,Medium,0.4787785121761649
1353,Maximum Number of Events That Can Be Attended,[Array][Greedy][Sorting][Heap (Priority Queue)],32.3%,Medium,0.4700036292457356
165,Compare Version Numbers,[Two Pointers][String],36.7%,Medium,0.4675170966757307
739,Daily Temperatures,[Array][Stack][Monotonic Stack],65.9%,Medium,0.46709241903827714
32,Longest Valid Parentheses,[String][Dynamic Programming][Stack],33.9%,Hard,0.4653070067195897
41,First Missing Positive,[Array][Hash Table],37.8%,Hard,0.4646752255812493
54,Spiral Matrix,[Array][Matrix][Simulation],48.9%,Medium,0.4639723581071856
314,Binary Tree Vertical Order Traversal,[Hash Table][Tree][Depth-First Search][Breadth-First Search][Binary Tree],53.9%,Medium,0.4499168706789982
269,Alien Dictionary,[Array][String][Depth-First Search][Breadth-First Search][Graph][Topological Sort],35.7%,Hard,0.44404857414732085
974,Subarray Sums Divisible by K,[Array][Hash Table][Prefix Sum],54.0%,Medium,0.4374678391943382
70,Climbing Stairs,[Math][Dynamic Programming][Memoization],52.8%,Easy,0.43707188911974626
76,Minimum Window Substring,[Hash Table][String][Sliding Window],42.7%,Hard,0.43662552392322673
658,Find K Closest Elements,[Array][Two Pointers][Binary Search][Sliding Window][Sorting][Heap (Priority Queue)],47.2%,Medium,0.4340384805522204
880,Decoded String at Index,[String][Stack],36.4%,Medium,0.4321333551903257
621,Task Scheduler,[Array][Hash Table][Greedy][Sorting][Heap (Priority Queue)][Counting],58.3%,Medium,0.4302451371066513
33,Search in Rotated Sorted Array,[Array][Binary Search],40.5%,Medium,0.4286066366698587
386,Lexicographical Numbers,[Depth-First Search][Trie],63.5%,Medium,0.4274440148269396
1695,Maximum Erasure Value,[Array][Hash Table][Sliding Window],58.0%,Medium,0.4274440148269396
239,Sliding Window Maximum,[Array][Queue][Sliding Window][Heap (Priority Queue)][Monotonic Queue],46.5%,Hard,0.4273493895429932
1109,Corporate Flight Bookings,[Array][Prefix Sum],61.4%,Medium,0.42285685082003355
34,Find First and Last Position of Element in Sorted Array,[Array][Binary Search],44.0%,Medium,0.42140998664517815
888,Fair Candy Swap,[Array][Hash Table][Binary Search][Sorting],61.5%,Easy,0.41836851294407224
2035,Partition Array Into Two Arrays to Minimize Sum Difference,[Array][Two Pointers][Binary Search][Dynamic Programming][Bit Manipulation][Ordered Set][Bitmask],20.0%,Hard,0.41836851294407224
2251,Number of Flowers in Full Bloom,[Array][Hash Table][Binary Search][Sorting][Prefix Sum][Ordered Set],56.8%,Hard,0.41836851294407224
645,Set Mismatch,[Array][Hash Table][Bit Manipulation][Sorting],44.6%,Easy,0.4150651818371836
198,House Robber,[Array][Dynamic Programming],50.9%,Medium,0.4148468400331404
2482,Difference Between Ones and Zeros in Row and Column,[Array][Matrix][Simulation],84.7%,Medium,0.41397579777607296
719,Find K-th Smallest Pair Distance,[Array][Two Pointers][Binary Search][Sorting],37.7%,Hard,0.4096756406445079
1642,Furthest Building You Can Reach,[Array][Greedy][Heap (Priority Queue)],49.7%,Medium,0.40755934971127916
547,Number of Provinces,[Depth-First Search][Breadth-First Search][Union Find][Graph],65.9%,Medium,0.40639318242071826
105,Construct Binary Tree from Preorder and Inorder Traversal,[Array][Hash Table][Divide and Conquer][Tree][Binary Tree],63.5%,Medium,0.4024271310880877
1352,Product of the Last K Numbers,[Array][Math][Design][Queue][Data Stream],50.8%,Medium,0.4013413909243023
236,Lowest Common Ancestor of a Binary Tree,[Tree][Depth-First Search][Binary Tree],61.6%,Medium,0.39981682608275565
50,"Pow(x, n)",[Math][Recursion],34.5%,Medium,0.39794258694353535
1497,Check If Array Pairs Are Divisible by k,[Array][Hash Table][Counting],38.4%,Medium,0.39730179746900346
1578,Minimum Time to Make Rope Colorful,[Array][String][Dynamic Programming][Greedy],63.9%,Medium,0.3933437475758196
1382,Balance a Binary Search Tree,[Divide and Conquer][Greedy][Tree][Depth-First Search][Binary Search Tree][Binary Tree],81.4%,Medium,0.38776553100876343
124,Binary Tree Maximum Path Sum,[Dynamic Programming][Tree][Depth-First Search][Binary Tree],39.9%,Hard,0.38573932704271485
1790,Check if One String Swap Can Make Strings Equal,[Hash Table][String][Counting],45.5%,Easy,0.3856624808119847
201,Bitwise AND of Numbers Range,[Bit Manipulation],46.7%,Medium,0.38282263135840455
1347,Minimum Number of Steps to Make Two Strings Anagram,[Hash Table][String][Counting],82.0%,Medium,0.37948962170490375
435,Non-overlapping Intervals,[Array][Dynamic Programming][Greedy][Sorting],52.9%,Medium,0.375262504256744
1492,The kth Factor of n,[Math][Number Theory],66.8%,Medium,0.3746934494414107
849,Maximize Distance to Closest Person,[Array],48.0%,Medium,0.37117603462953225
1207,Unique Number of Occurrences,[Array][Hash Table],77.0%,Easy,0.37001835911241676
120,Triangle,[Array][Dynamic Programming],56.3%,Medium,0.3685471485927166
661,Image Smoother,[Array][Matrix],67.1%,Easy,0.36772478012531734
68,Text Justification,[Array][String][Simulation],42.7%,Hard,0.36602337605686763
787,Cheapest Flights Within K Stops,[Dynamic Programming][Depth-First Search][Breadth-First Search][Graph][Heap (Priority Queue)][Shortest Path],39.2%,Medium,0.3632228029098636
103,Binary Tree Zigzag Level Order Traversal,[Tree][Breadth-First Search][Binary Tree],58.6%,Medium,0.361282430381405
392,Is Subsequence,[Two Pointers][String][Dynamic Programming],47.9%,Easy,0.36101334553733055
2115,Find All Possible Recipes from Given Supplies,[Array][Hash Table][String][Graph][Topological Sort],49.4%,Medium,0.36101334553733055
1584,Min Cost to Connect All Points,[Array][Union Find][Graph][Minimum Spanning Tree],66.6%,Medium,0.35667494393873234
2391,Minimum Amount of Time to Collect Garbage,[Array][String][Prefix Sum],85.7%,Medium,0.3513978868378886
95,Unique Binary Search Trees II,[Dynamic Programming][Backtracking][Tree][Binary Search Tree][Binary Tree],57.4%,Medium,0.34560472018448546
2558,Take Gifts From the Richest Pile,[Array][Heap (Priority Queue)][Simulation],66.2%,Easy,0.3452699473247421
1877,Minimize Maximum Pair Sum in Array,[Array][Two Pointers][Greedy][Sorting],81.5%,Medium,0.34228620648663277
39,Combination Sum,[Array][Backtracking],71.0%,Medium,0.34136443699277186
2932,Maximum Strong Pair XOR I,[Array][Hash Table][Bit Manipulation][Trie][Sliding Window],75.6%,Easy,0.3393540829961018
1372,Longest ZigZag Path in a Binary Tree,[Dynamic Programming][Tree][Depth-First Search][Binary Tree],66.0%,Medium,0.33647223662121295
1903,Largest Odd Number in String,[Math][String][Greedy],63.4%,Easy,0.3360157198362929
724,Find Pivot Index,[Array][Prefix Sum],57.1%,Easy,0.3355225689335057
149,Max Points on a Line,[Array][Hash Table][Math][Geometry],26.4%,Hard,0.33520721431462625
1944,Number of Visible People in a Queue,[Array][Stack][Monotonic Stack],68.9%,Hard,0.33363937353690887
6,Zigzag Conversion,[String],47.4%,Medium,0.3311927568959644
24,Swap Nodes in Pairs,[Linked List][Recursion],64.0%,Medium,0.33116138377607446
2460,Apply Operations to an Array,[Array][Simulation],67.2%,Easy,0.3281156420302715
934,Shortest Bridge,[Array][Depth-First Search][Breadth-First Search][Matrix],57.7%,Medium,0.322773392263051
2225,Find Players With Zero or One Losses,[Array][Hash Table][Sorting][Counting],73.7%,Medium,0.322773392263051
112,Path Sum,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],50.0%,Easy,0.3226126205585247
1464,Maximum Product of Two Elements in an Array,[Array][Sorting][Heap (Priority Queue)],82.4%,Easy,0.320742934712669
1155,Number of Dice Rolls With Target Sum,[Dynamic Programming],60.7%,Medium,0.3201675275962693
253,Meeting Rooms II,[Array][Two Pointers][Greedy][Sorting][Heap (Priority Queue)][Prefix Sum],51.1%,Medium,0.3188804433076422
51,N-Queens,[Array][Backtracking],67.7%,Hard,0.31790921708384473
424,Longest Repeating Character Replacement,[Hash Table][String][Sliding Window],53.5%,Medium,0.3123250091771612
1431,Kids With the Greatest Number of Candies,[Array],87.3%,Easy,0.31144666139283217
1482,Minimum Number of Days to Make m Bouquets,[Array][Binary Search],51.4%,Medium,0.3106945937243845
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,[Dynamic Programming][Graph][Shortest Path],59.4%,Medium,0.3101549283038395
1010,Pairs of Songs With Total Durations Divisible by 60,[Array][Hash Table][Counting],52.8%,Medium,0.30774963550259016
1287,Element Appearing More Than 25% In Sorted Array,[Array],61.1%,Easy,0.30774963550259016
19,Remove Nth Node From End of List,[Linked List][Two Pointers],44.8%,Medium,0.30538164955118186
1608,Special Array With X Elements Greater Than or Equal X,[Array][Binary Search][Sorting],60.0%,Easy,0.30538164955118186
421,Maximum XOR of Two Numbers in an Array,[Array][Hash Table][Bit Manipulation][Trie],53.4%,Medium,0.3030501026800949
560,Subarray Sum Equals K,[Array][Hash Table][Prefix Sum],43.4%,Medium,0.30234351870145837
205,Isomorphic Strings,[Hash Table][String],43.7%,Easy,0.29863044245188547
162,Find Peak Element,[Array][Binary Search],45.9%,Medium,0.29765385700785896
867,Transpose Matrix,[Array][Matrix][Simulation],71.1%,Easy,0.28861100888643976
778,Swim in Rising Water,[Array][Binary Search][Depth-First Search][Breadth-First Search][Union Find][Heap (Priority Queue)][Matrix],60.5%,Hard,0.2876820724517809
44,Wildcard Matching,[String][Dynamic Programming][Greedy][Recursion],27.7%,Hard,0.2871621868149089
348,Design Tic-Tac-Toe,[Array][Hash Table][Design][Matrix][Simulation],57.9%,Medium,0.2856138193877219
1291,Sequential Digits,[Enumeration],65.4%,Medium,0.2813443418672318
9,Palindrome Number,[Math],55.8%,Easy,0.2803785612248174
289,Game of Life,[Array][Matrix][Simulation],68.8%,Medium,0.27958486221916157
1572,Matrix Diagonal Sum,[Array][Matrix],82.8%,Easy,0.27871340246902054
437,Path Sum III,[Tree][Depth-First Search][Binary Tree],46.5%,Medium,0.27618482008612333
43,Multiply Strings,[Math][String][Simulation],40.1%,Medium,0.2743358304988864
1092,Shortest Common Supersequence,[String][Dynamic Programming],59.0%,Hard,0.27380672595816385
412,Fizz Buzz,[Math][String][Simulation],71.8%,Easy,0.2731294587804852
219,Contains Duplicate II,[Array][Hash Table][Sliding Window],44.7%,Easy,0.2729710814971248
904,Fruit Into Baskets,[Array][Hash Table][Sliding Window],44.0%,Medium,0.27029032973991174
232,Implement Queue using Stacks,[Stack][Design][Queue],66.0%,Easy,0.26811926879413733
217,Contains Duplicate,[Array][Hash Table][Sorting],61.4%,Easy,0.26811448741664634
26,Remove Duplicates from Sorted Array,[Array][Two Pointers],55.0%,Easy,0.2666671373704914
3014,Minimum Number of Pushes to Type Word I,[Math][String][Greedy],62.7%,Easy,0.2664662333015083
997,Find the Town Judge,[Array][Hash Table][Graph],49.8%,Easy,0.2646925542270822
92,Reverse Linked List II,[Linked List],47.5%,Medium,0.26356981012283964
1048,Longest String Chain,[Array][Hash Table][Two Pointers][String][Dynamic Programming],61.0%,Medium,0.2595111954850846
633,Sum of Square Numbers,[Math][Two Pointers][Binary Search],34.0%,Medium,0.2578291093020998
206,Reverse Linked List,[Linked List][Recursion],75.7%,Easy,0.2574953197866672
180,Consecutive Numbers,[Database],47.2%,Medium,0.2553466918088445
359,Logger Rate Limiter,[Hash Table][Design][Data Stream],75.8%,Easy,0.25452986513488046
1002,Find Common Characters,[Array][Hash Table][String],68.8%,Easy,0.25452986513488046
725,Split Linked List in Parts,[Linked List],63.9%,Medium,0.2529118727100632
905,Sort Array By Parity,[Array][Two Pointers][Sorting],76.2%,Easy,0.2527333714065298
543,Diameter of Binary Tree,[Tree][Depth-First Search][Binary Tree],59.9%,Easy,0.25201080713913165
290,Word Pattern,[Hash Table][String],41.9%,Easy,0.25055483842288756
790,Domino and Tromino Tiling,[Dynamic Programming],50.9%,Medium,0.2421400520048648
74,Search a 2D Matrix,[Array][Binary Search][Matrix],49.8%,Medium,0.23970003936788642
721,Accounts Merge,[Array][Hash Table][String][Depth-First Search][Breadth-First Search][Union Find][Sorting],56.9%,Medium,0.23859246225525735
21,Merge Two Sorted Lists,[Linked List][Recursion],64.0%,Easy,0.23678241797315275
1661,Average Time of Process per Machine,[Database],66.7%,Easy,0.23672610308007871
240,Search a 2D Matrix II,[Array][Binary Search][Divide and Conquer][Matrix],52.4%,Medium,0.2346473757956944
1512,Number of Good Pairs,[Array][Hash Table][Math][Counting],88.9%,Easy,0.23361485118150516
273,Integer to English Words,[Math][String][Recursion],30.5%,Hard,0.2322522675124501
532,K-diff Pairs in an Array,[Array][Hash Table][Two Pointers][Binary Search][Sorting],42.6%,Medium,0.2295744416445002
62,Unique Paths,[Math][Dynamic Programming][Combinatorics],64.1%,Medium,0.22869556215919914
399,Evaluate Division,[Array][Depth-First Search][Breadth-First Search][Union Find][Graph][Shortest Path],61.5%,Medium,0.22538822116803361
61,Rotate List,[Linked List][Two Pointers],37.4%,Medium,0.22475515520855127
2843,Count Symmetric Integers,[Math][Enumeration],74.2%,Easy,0.22440062250426088
445,Add Two Numbers II,[Linked List][Math][Stack],61.1%,Medium,0.22314355131420976
